,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,latitude,longitude,resolvedAddress,address,timezone,tzoffset,severerisk
0,2024-01-01,1704063600,13.4,4.8,7.8,13.4,3.0,6.9,3.7,76.0,0.0,0.0,0.0,,0.0,0.0,37.1,11.6,335.1,1018.8,47.7,13.4,26.5,2.3,1.0,08:17:52,1704093472,17:32:09,1704126729,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
1,2024-01-02,1704150000,14.6,3.2,9.7,14.6,1.8,8.9,1.3,57.9,0.0,0.0,0.0,,0.0,0.0,32.0,27.2,265.1,1017.7,40.0,14.1,37.9,3.3,2.0,08:17:58,1704179878,17:33:00,1704213180,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
2,2024-01-03,1704236400,17.1,11.9,14.5,17.1,11.9,14.5,7.6,63.6,0.0,0.0,0.0,,0.0,0.0,23.0,17.4,265.1,1014.3,45.2,14.5,31.3,2.5,1.0,08:18:02,1704266282,17:33:53,1704299633,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
3,2024-01-04,1704322800,15.5,7.2,10.9,15.5,5.2,10.5,8.0,82.5,0.0,0.0,0.0,,0.0,0.0,42.5,11.0,345.6,1014.7,50.5,11.6,38.5,3.4,3.0,08:18:04,1704352684,17:34:47,1704386087,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
4,2024-01-05,1704409200,13.4,8.3,10.6,13.4,6.6,10.2,7.4,81.3,0.194,100.0,4.17,['rain'],0.0,0.0,53.6,16.6,340.2,1004.0,85.4,12.0,26.8,2.4,2.0,08:18:03,1704439083,17:35:43,1704472543,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
5,2024-01-06,1704495600,14.2,5.1,9.1,14.2,3.2,7.8,0.8,59.4,11.647,100.0,4.17,['rain'],0.0,0.0,45.7,24.2,298.4,1007.2,33.3,15.2,18.7,1.6,1.0,08:18:00,1704525480,17:36:40,1704559000,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
6,2024-01-07,1704582000,13.5,4.3,8.7,13.5,0.9,6.7,-5.6,38.7,0.0,0.0,0.0,,0.0,0.0,53.6,31.1,303.7,1011.0,11.7,14.7,21.6,1.9,2.0,08:17:55,1704611875,17:37:38,1704645458,0.87,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
7,2024-01-08,1704668400,12.0,2.2,6.7,12.0,0.1,5.1,-5.7,42.1,0.0,0.0,0.0,,0.0,0.0,38.9,18.2,325.9,1014.7,2.1,14.3,16.0,1.5,1.0,08:17:47,1704698267,17:38:38,1704731918,0.9,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
8,2024-01-09,1704754800,11.3,-0.1,4.8,11.3,-4.3,2.7,-0.4,69.8,0.0,0.0,0.0,,0.0,0.0,24.5,14.0,335.3,1020.0,34.7,14.2,41.3,3.7,2.0,08:17:37,1704784657,17:39:40,1704818380,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
9,2024-01-10,1704841200,9.4,4.3,6.4,8.4,2.4,5.1,4.1,85.0,0.0,0.0,0.0,,0.0,0.0,37.1,10.1,335.7,1018.6,67.3,10.3,21.4,2.0,2.0,08:17:25,1704871045,17:40:42,1704904842,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
10,2024-01-11,1704927600,11.4,3.8,7.2,11.4,1.4,5.6,3.5,78.6,2.97,100.0,8.33,['rain'],0.0,0.0,40.7,14.6,305.1,1019.6,77.7,12.4,41.0,3.6,2.0,08:17:10,1704957430,17:41:46,1704991306,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
11,2024-01-12,1705014000,11.5,3.3,6.5,11.5,0.1,4.4,1.5,71.3,0.032,100.0,4.17,['rain'],0.0,0.0,51.8,17.9,306.4,1024.5,31.4,14.3,30.8,2.7,2.0,08:16:53,1705043813,17:42:50,1705077770,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
12,2024-01-13,1705100400,12.7,1.0,6.5,12.7,-2.1,4.8,0.9,69.0,0.035,100.0,4.17,"['rain', 'snow']",0.0,0.0,40.7,15.9,294.4,1023.3,15.2,13.6,33.0,2.9,2.0,08:16:34,1705130194,17:43:56,1705164236,0.07,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
13,2024-01-14,1705186800,15.3,5.3,10.6,15.3,3.7,9.8,2.8,59.1,0.0,0.0,0.0,,0.0,0.0,23.4,19.9,309.4,1014.4,50.9,14.5,49.8,4.2,3.0,08:16:13,1705216573,17:45:03,1705250703,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
14,2024-01-15,1705273200,16.4,6.8,11.5,16.4,4.7,10.8,6.9,73.8,0.0,0.0,0.0,,0.0,0.0,48.2,16.6,313.7,1009.5,50.8,13.5,45.0,3.9,2.0,08:15:49,1705302949,17:46:11,1705337171,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
15,2024-01-16,1705359600,16.0,7.9,11.4,16.0,6.7,11.0,8.4,82.8,0.0,0.0,0.0,,0.0,0.0,35.3,11.9,331.4,1009.5,43.8,11.6,46.7,3.9,2.0,08:15:23,1705389323,17:47:20,1705423640,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
16,2024-01-17,1705446000,18.0,9.4,14.0,18.0,8.7,13.9,9.4,75.4,0.0,0.0,0.0,,0.0,0.0,50.0,28.5,241.3,1001.7,43.2,11.5,40.3,3.5,2.0,08:14:55,1705475695,17:48:29,1705510109,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
17,2024-01-18,1705532400,18.8,12.3,15.8,18.8,12.3,15.8,6.9,56.2,0.0,0.0,0.0,,0.0,0.0,59.4,36.4,248.2,1004.7,22.8,13.1,48.6,4.2,4.0,08:14:25,1705562065,17:49:39,1705596579,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
18,2024-01-19,1705618800,13.6,6.4,9.6,13.6,3.9,8.7,6.1,80.2,0.388,100.0,4.17,['rain'],0.0,0.0,33.1,16.3,62.6,1011.2,78.9,10.7,17.5,1.5,1.0,08:13:52,1705648432,17:50:51,1705683051,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
19,2024-01-20,1705705200,12.0,3.6,7.4,12.0,1.2,6.3,2.8,74.6,8.629,100.0,4.17,['rain'],0.0,0.0,46.4,14.2,13.4,1023.7,48.7,13.2,58.0,5.1,4.0,08:13:18,1705734798,17:52:02,1705769522,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
20,2024-01-21,1705791600,12.5,4.0,7.5,12.5,2.0,6.3,3.5,76.8,0.0,0.0,0.0,,0.0,0.0,37.1,15.7,310.3,1032.7,42.9,12.3,54.6,4.8,3.0,08:12:41,1705821161,17:53:15,1705855995,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
21,2024-01-22,1705878000,14.6,3.4,8.3,14.6,1.4,7.3,3.1,70.6,0.0,0.0,0.0,,0.0,0.0,29.5,24.7,285.2,1032.0,28.6,13.5,74.0,6.3,4.0,08:12:02,1705907522,17:54:28,1705942468,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
22,2024-01-23,1705964400,16.0,4.6,9.4,16.0,1.7,8.3,5.9,79.6,0.0,0.0,0.0,,0.0,0.0,17.6,14.5,358.5,1034.8,26.2,12.4,72.0,6.5,4.0,08:11:22,1705993882,17:55:41,1706028941,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
23,2024-01-24,1706050800,19.1,6.3,11.2,19.1,4.9,11.0,7.3,78.6,0.0,0.0,0.0,,0.0,0.0,17.3,12.0,14.5,1035.1,12.7,11.7,65.8,5.8,4.0,08:10:39,1706080239,17:56:55,1706115415,0.45,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
24,2024-01-25,1706137200,19.7,7.1,12.1,19.7,5.4,11.7,7.4,74.7,0.0,0.0,0.0,,0.0,0.0,35.3,9.8,300.2,1031.2,24.2,11.7,66.6,5.8,4.0,08:09:54,1706166594,17:58:09,1706201889,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
25,2024-01-26,1706223600,20.1,7.5,12.3,20.1,5.0,11.5,6.6,70.0,0.0,0.0,0.0,,0.0,0.0,42.5,13.3,331.4,1030.7,59.6,13.0,63.5,5.5,4.0,08:09:07,1706252947,17:59:24,1706288364,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
26,2024-01-27,1706310000,17.0,6.3,10.7,17.0,4.3,10.0,6.7,77.5,0.0,0.0,0.0,,0.0,0.0,33.5,13.1,342.3,1030.5,37.9,10.7,60.4,5.0,4.0,08:08:18,1706339298,18:00:39,1706374839,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
27,2024-01-28,1706396400,14.8,6.1,10.0,14.8,4.4,9.4,7.6,85.9,0.0,0.0,0.0,,0.0,0.0,19.4,12.4,28.6,1030.9,65.1,9.6,37.3,3.2,2.0,08:07:28,1706425648,18:01:54,1706461314,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
28,2024-01-29,1706482800,14.4,10.8,12.4,14.4,10.8,12.4,8.6,77.7,0.0,0.0,0.0,,0.0,0.0,18.7,12.3,42.7,1032.1,98.2,11.9,27.7,2.4,1.0,08:06:35,1706511995,18:03:10,1706547790,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
29,2024-01-30,1706569200,15.7,8.3,11.5,15.7,7.4,11.3,7.5,77.6,0.0,0.0,0.0,,0.0,0.0,19.8,12.7,28.5,1033.4,73.5,11.8,52.8,4.5,3.0,08:05:41,1706598341,18:04:26,1706634266,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
30,2024-01-31,1706655600,15.9,6.3,11.0,15.9,4.0,10.6,6.6,75.1,0.0,0.0,0.0,,0.0,0.0,42.5,15.2,274.2,1034.3,40.3,11.4,60.6,5.2,4.0,08:04:44,1706684684,18:05:41,1706720741,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
31,2024-02-01,1706742000,16.9,5.6,10.7,16.9,3.7,10.0,5.4,71.3,0.0,0.0,0.0,,0.0,0.0,48.2,18.8,291.4,1032.2,42.8,11.1,69.8,5.9,4.0,08:03:46,1706771026,18:06:58,1706807218,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
32,2024-02-02,1706828400,16.6,6.5,10.5,16.6,4.3,9.6,5.5,72.5,0.0,0.0,0.0,,0.0,0.0,40.7,20.1,296.7,1031.4,21.1,10.9,40.7,3.6,3.0,08:02:47,1706857367,18:08:14,1706893694,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
33,2024-02-03,1706914800,18.6,5.2,11.4,18.6,2.8,10.6,6.1,71.3,0.0,0.0,0.0,,0.0,0.0,23.4,22.3,272.5,1030.9,29.2,12.0,56.5,4.9,4.0,08:01:45,1706943705,18:09:30,1706980170,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', 'V7DJ5', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
34,2024-02-04,1707001200,20.0,5.6,11.8,20.0,3.2,11.3,5.2,66.4,0.0,0.0,0.0,,0.0,0.0,19.8,13.7,270.5,1029.5,12.3,13.0,62.3,5.3,4.0,08:00:42,1707030042,18:10:46,1707066646,0.82,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
35,2024-02-05,1707087600,19.9,5.6,12.0,19.9,3.8,11.4,4.6,62.4,0.0,0.0,0.0,,0.0,0.0,35.3,17.6,249.4,1027.0,18.6,13.1,65.6,5.6,4.0,07:59:37,1707116377,18:12:02,1707153122,0.85,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
36,2024-02-06,1707174000,16.0,6.2,10.4,16.0,3.9,9.8,5.7,73.7,0.047,100.0,4.17,['rain'],0.0,0.0,17.3,12.6,4.5,1023.4,51.4,11.3,71.1,6.0,3.0,07:58:31,1707202711,18:13:18,1707239598,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
37,2024-02-07,1707260400,18.4,4.7,11.4,18.4,2.4,10.9,5.0,67.6,0.0,0.0,0.0,,0.0,0.0,37.1,23.0,271.8,1018.6,27.8,10.5,84.8,7.3,5.0,07:57:23,1707289043,18:14:34,1707326074,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
38,2024-02-08,1707346800,19.1,8.5,13.5,19.1,6.2,13.2,6.3,62.5,0.0,0.0,0.0,,0.0,0.0,41.8,22.7,251.3,1010.6,65.1,12.3,94.8,8.2,4.0,07:56:14,1707375374,18:15:50,1707412550,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
39,2024-02-09,1707433200,15.1,10.7,13.0,15.1,10.7,13.0,8.9,76.9,0.0,0.0,0.0,,0.0,0.0,50.4,25.0,237.4,995.7,75.2,11.1,17.3,1.6,1.0,07:55:03,1707461703,18:17:06,1707499026,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
40,2024-02-10,1707519600,15.1,9.8,12.4,15.1,8.2,12.3,7.1,72.0,5.891,100.0,4.17,['rain'],0.0,0.0,48.2,26.4,275.6,988.9,60.0,12.2,60.5,5.2,3.0,07:53:50,1707548030,18:18:22,1707585502,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
41,2024-02-11,1707606000,15.4,7.7,11.0,15.4,4.6,9.7,0.6,49.1,0.297,100.0,4.17,['rain'],0.0,0.0,56.5,33.5,288.1,1003.8,19.2,14.5,111.8,9.6,5.0,07:52:37,1707634357,18:19:38,1707671978,0.05,Rain,Clear conditions throughout the day with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
42,2024-02-12,1707692400,18.5,6.1,12.0,18.5,3.9,11.6,3.4,56.7,0.0,0.0,0.0,,0.0,0.0,57.6,33.2,286.8,1007.8,17.1,14.8,113.7,9.7,6.0,07:51:21,1707720681,18:20:53,1707758453,0.09,Clear,Clear conditions throughout the day.,clear-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
43,2024-02-13,1707778800,16.9,7.6,11.4,16.9,5.9,10.8,5.9,70.0,0.0,0.0,0.0,,0.0,0.0,29.2,12.2,267.5,1020.6,39.3,13.3,101.4,8.7,6.0,07:50:05,1707807005,18:22:08,1707844928,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
44,2024-02-14,1707865200,19.8,6.5,12.4,19.8,4.8,11.8,7.1,72.0,0.0,0.0,0.0,,0.0,0.0,46.4,14.8,281.6,1023.9,29.4,13.0,127.4,11.0,6.0,07:48:47,1707893327,18:23:23,1707931403,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
45,2024-02-15,1707951600,19.1,9.9,13.4,19.1,9.1,13.3,9.0,76.7,0.0,0.0,0.0,,0.0,0.0,16.6,14.1,328.2,1019.5,78.9,10.7,105.6,9.3,4.0,07:47:28,1707979648,18:24:38,1708017878,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
46,2024-02-16,1708038000,15.6,9.2,12.4,15.6,8.3,12.3,8.7,78.3,0.0,0.0,0.0,,0.0,0.0,37.1,14.8,22.0,1019.3,76.1,12.1,47.0,4.2,2.0,07:46:08,1708065968,18:25:52,1708104352,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'LEGE', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
47,2024-02-17,1708124400,18.6,10.1,13.5,18.6,10.1,13.5,8.3,72.9,0.097,100.0,4.17,['rain'],0.0,0.0,44.6,18.0,299.2,1027.2,38.4,14.6,121.8,10.5,6.0,07:44:46,1708152286,18:27:06,1708190826,0.26,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
48,2024-02-18,1708210800,18.3,7.1,12.6,18.3,5.6,12.2,6.1,66.3,0.0,0.0,0.0,,0.0,0.0,25.6,15.4,277.7,1031.9,38.4,14.4,137.0,11.8,5.0,07:43:23,1708238603,18:28:20,1708277300,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
49,2024-02-19,1708297200,18.5,9.5,12.9,18.5,8.6,12.8,6.2,65.0,0.0,0.0,0.0,,0.0,0.0,35.3,15.6,281.5,1029.9,34.2,13.7,93.0,8.1,5.0,07:42:00,1708324920,18:29:34,1708363774,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
50,2024-02-20,1708383600,17.8,8.2,12.1,17.8,6.5,11.7,6.2,68.1,0.0,0.0,0.0,,0.0,0.0,37.1,20.6,306.4,1027.5,69.1,13.6,142.6,12.3,6.0,07:40:35,1708411235,18:30:48,1708450248,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
51,2024-02-21,1708470000,16.7,7.2,11.9,16.7,6.6,11.9,7.4,74.9,0.0,0.0,0.0,,0.0,0.0,42.1,20.2,230.0,1024.7,36.7,12.7,127.1,10.9,7.0,07:39:09,1708497549,18:32:01,1708536721,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'D1298', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
52,2024-02-22,1708556400,19.1,11.4,14.2,19.1,11.4,14.2,8.3,69.4,0.0,0.0,0.0,,0.0,0.0,42.8,28.9,240.7,1010.7,39.0,10.7,105.5,9.1,5.0,07:37:42,1708583862,18:33:13,1708623193,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LEBL', 'AR110', '08184099999', 'LELL', '08181099999', '08176399999']",obs,41.4150674,2.1074824,"41.4150674,2.1074824","41.4150674,2.1074824",Europe/Madrid,1.0,
