estimated_occupancy_rate
6.1624
10.260000000000002
5.73
5.0156
7.070000000000001
8.99
4.08
5.710000000000001
9.35
6.19
6.93
4.78
6.370000000000001
11.1484
10.9
10.964000000000002
7.2
7.45
5.85
8.190000000000001
7.02
8.7
3.4600000000000004
6.470000000000001
5.75
6.47
7.09
8.22
6.03
8.862
12.0186
7.43
5.32
12.23
9.06
8.87
3.54
8.9032
10.0198
7.108
7.251800000000001
14.418800000000005
4.99
7.19
2.1500000000000004
5.61
8.260000000000002
4.790000000000001
4.800000000000001
6.87
5.31
10.409
7.237
5.5200000000000005
4.970000000000001
12.889
6.000000000000001
4.25
8.738800000000001
8.7546
6.94
10.5606
6.530000000000001
8.2816
7.140000000000001
7.620000000000001
8.850000000000001
5.57
10.5462
6.7292000000000005
5.64
6.3500000000000005
10.6
4.24
7.44
7.94
5.34
5.9
4.280000000000001
6.92
8.062199999999999
6.3999999999999995
7.37
6.58
4.42
7.258800000000001
7.15
7.0
7.410000000000001
6.8344000000000005
5.95
9.779600000000002
5.04
7.6562
7.397400000000001
6.52
5.95
4.2644
4.33
7.41
10.1286
5.680000000000001
8.49
6.847391304347826
6.720000000000001
7.2684
6.390000000000001
4.8500000000000005
4.3292
10.28
3.7196
4.0738
6.07
10.317600000000002
6.572400000000001
6.580000000000001
10.79
6.746
5.66
4.880000000000001
6.937826086956521
7.579999999999999
9.98
4.5614
5.62
6.5600000000000005
7.3558
9.13
6.69
9.08
4.74
5.2576
7.06
9.1756
5.130000000000001
10.8382
11.025200000000002
8.6
10.8552
5.85
10.4094
5.970000000000001
12.3318
5.750000000000001
11.006200000000002
7.81
8.4894
7.89
10.59
8.1732
8.5684
9.54
5.9176
8.690000000000001
11.32
8.729999999999999
9.45
6.07
10.900000000000002
2.8200000000000003
5.73
10.5772
6.08
8.6186
7.84
5.359999999999999
12.3792
6.1
6.910000000000001
10.12
6.880000000000001
5.44
7.449399999999999
9.71
5.44
8.8
6.76
11.0564
6.9378
7.28
6.57
10.0644
7.850000000000001
6.99
13.54
6.9
8.35
6.84
7.470000000000001
4.8100000000000005
6.24
11.23
3.4800000000000004
12.748
7.2678
11.6
10.32
8.85
9.079999999999998
9.99
5.57
5.890000000000001
7.04
10.819200000000002
7.268600000000001
9.86
4.55
8.010000000000002
11.3968
5.76
7.389600000000001
6.79
7.994200000000001
7.480200000000001
7.2334
5.930000000000001
5.69
10.48
6.43
5.8100000000000005
8.95
7.359999999999999
5.460000000000001
9.68
9.6526
6.9510000000000005
12.25
6.630000000000001
4.290000000000001
8.000000000000002
5.130000000000001
6.040000000000001
7.609400000000001
10.48
9.193078260869566
3.98
8.97
7.0600000000000005
4.85
7.780000000000001
8.91
8.641200000000001
4.99
6.813478260869564
7.635000000000001
6.1524
5.45
12.6
10.4452
6.43
9.94
6.49
5.3500000000000005
3.29
10.28
9.99
5.960000000000001
5.9114
6.9845999999999995
9.06
10.3926
5.140000000000001
8.18
7.67
4.220000000000001
6.930000000000001
3.7104
7.918400000000001
6.92
10.166
6.450000000000001
11.32
8.87
6.69
9.7276
6.858260869565218
5.930000000000001
7.47
11.01
6.869999999999999
10.89
3.49
5.3100000000000005
5.8500000000000005
5.930000000000001
5.34
6.610000000000001
10.3814
10.3
15.765600000000004
5.5746
9.15
5.72
3.67
10.0676
7.109999999999999
6.010000000000001
7.99
6.91
7.180000000000001
8.94
10.027
6.000000000000001
4.526000000000001
5.5756000000000006
2.870000000000001
7.660000000000001
6.5200000000000005
3.99
6.390000000000001
6.48
5.91
9.176191304347828
7.31
9.48
10.3
9.68
6.98
8.46
5.77
9.090000000000002
8.84
6.260000000000001
10.3
7.68
5.680000000000001
6.09
10.82
6.603800000000001
4.64
5.5600000000000005
5.220000000000001
3.3600000000000003
7.15
8.4692
9.27
6.52
8.940000000000001
7.69
6.7334
4.18
8.879999999999999
3.8000000000000007
5.21
6.9992
7.440000000000001
6.4
8.6632
9.6666
9.748
5.12
4.3936
7.26
6.508400000000001
9.258778260869564
4.09
9.6968
8.586
6.790000000000001
8.049800000000001
4.300000000000001
5.9
9.9246
5.350000000000001
4.840000000000001
10.0566
11.82
10.31
6.930000000000001
2.9000000000000004
9.1154
11.2292
5.9362
6.959999999999999
3.960000000000001
4.76
9.900000000000002
7.670000000000001
6.999999999999999
5.92
9.41
7.08
7.977600000000001
6.3
6.949999999999999
6.818999999999999
10.6656
10.8
6.67
4.149800000000001
11.23
6.609999999999999
6.44
6.5792
7.6
7.194599999999999
9.49
7.369399999999999
5.78
3.890000000000001
8.8988
9.27
6.84
5.7
8.68
6.8292
4.260000000000001
6.16
7.3836
5.41
6.67
9.781000000000002
7.278600000000001
5.28
14.5194
10.9432
9.63
5.18
6.3500000000000005
6.010000000000001
8.344199999999999
8.6796
10.6534
5.112
7.911200000000001
5.03
10.647200000000002
13.322800000000004
5.5600000000000005
8.4564
8.674399999999999
6.160000000000001
6.280000000000001
13.4144
7.7646
7.669800000000001
9.15
5.569999999999999
4.890000000000001
8.427
6.965400000000001
5.550000000000001
8.700000000000001
9.7764
4.910000000000001
5.2108
8.120000000000001
7.08
6.98
5.25
5.98
4.1000000000000005
9.69
8.706
5.52
6.3234
7.7262
6.77
10.075
8.05
12.87
4.82
6.75
7.6744
7.6
7.170000000000001
8.790000000000003
6.2
4.8466000000000005
7.498200000000001
9.16
7.16
6.120000000000001
6.359999999999999
8.4
5.99
8.2634
9.320000000000002
9.65
5.050000000000001
6.3999999999999995
7.01
12.8356
7.6
4.586200000000001
6.952173913043478
10.61
6.08
8.350000000000001
8.0798
6.670000000000001
7.0600000000000005
10.53
7.34
6.15
5.000000000000001
12.330000000000002
10.300000000000002
10.35
2.6900000000000004
6.380000000000001
10.0174
10.83
6.630000000000001
4.36
8.06
7.509200000000001
6.91
7.77
6.74
5.8252
6.0966000000000005
9.7116
6.220000000000001
7.0
6.88
10.0558
7.880000000000001
8.9136
6.369999999999999
9.0
5.640000000000001
5.390000000000001
5.670000000000001
7.37
10.3112
7.880000000000001
5.300000000000001
8.13
5.7
7.4802
12.23
6.960000000000001
2.53
5.150399999999999
9.7284
7.440000000000001
5.32
6.659999999999999
6.9399999999999995
6.480000000000001
5.77
8.77
10.240000000000002
2.76
4.98
5.44
8.260800000000001
8.42
12.55
5.390000000000001
8.4276
12.81
9.9708
10.27
6.09
8.270000000000001
3.870000000000001
6.479000000000001
6.080000000000001
8.396
5.780000000000001
7.745000000000001
6.69
8.3344
6.5882000000000005
6.51
6.660000000000001
9.22922608695652
8.18
12.78
8.748000000000001
12.840000000000002
5.84
9.82
8.75
10.3836
7.85
7.7574
6.390000000000001
8.365
6.5600000000000005
9.21
5.41
4.450200000000001
10.5574
10.03
7.61
12.4058
9.3
9.146365217391304
7.26
5.597
6.909000000000001
7.510000000000001
5.720000000000001
8.709999999999999
6.0816
5.91
9.38
5.606800000000001
2.8
11.118
8.270000000000001
10.95
9.66
8.0864
6.25
4.03
4.040000000000001
6.590000000000001
8.419
2.79
6.24
9.070000000000002
13.408200000000004
8.578600000000002
6.58
5.0600000000000005
7.680000000000001
10.9112
3.67
6.26
5.630000000000001
10.7082
3.66
5.08
6.5600000000000005
4.09
11.337
6.3100000000000005
5.74
5.22
6.11
5.049800000000001
6.280000000000001
8.95
2.87
8.5064
5.75
5.7700000000000005
7.450000000000001
8.5966
7.1546
6.409999999999999
5.190000000000001
6.860000000000001
6.9994000000000005
6.390000000000001
7.200000000000001
5.43
9.12
7.369
6.449999999999999
8.6224
