CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,057,107,2024,4,28,-0.08,V,-0.27,V,-0.02,V,-0.16,V,0.02,V,0.09,V,-0.18,V,0.09,V,0.1,V,-0.06,V,-0.02,V,0.57,V,0.38,V,0.47,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,114,2024,4,25,63.2,V,59.3,V,70.9,V,81.8,V,89.4,V,93,V,84.3,V,75.8,V,75.6,V,85.6,V,83.6,V,84.4,V,88.6,V,92.9,V,93.9,V,94.4,V,94.5,V,92.1,V,91.5,V,90.6,V,89.2,V,81.5,V,67.9,V,71.5,V
08,Barcelona,019,Barcelona,057,114,2024,4,26,68.1,V,58.5,V,53.6,V,59.8,V,67.3,V,45.4,V,30,V,5.9,V,34,V,50.6,V,64.1,V,72.3,V,90,V,96.8,V,99.3,V,103.4,V,105.2,V,110.1,V,112.8,V,106.4,V,104.9,V,103.8,V,100.1,V,90.4,V
08,Barcelona,019,Barcelona,057,114,2024,4,27,105.7,V,103.2,V,101.5,V,101.5,V,101.4,V,103.7,V,105.5,V,100.2,V,101.2,V,99.5,V,97.3,V,100.9,V,86.8,V,94.5,V,108,V,108,V,101.3,V,94.7,V,95.9,V,89.6,V,90.5,V,88.7,V,81.8,V,75.9,V
08,Barcelona,019,Barcelona,057,114,2024,4,28,79.8,V,63.8,V,61.7,V,57.7,V,54.1,V,78.5,V,77.9,V,81.5,V,82.1,V,86.4,V,86.8,V,81.6,V,90.3,V,89.4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,110,2024,4,25,2,V,1.8,V,1.5,V,1.3,V,1.1,V,1.1,V,1.1,V,1.1,V,1.2,V,1.1,V,0.9,V,0.9,V,1.1,V,0.9,V,0.9,V,0.9,V,0.8,V,0.9,V,0.8,V,0.9,V,1,V,1.1,V,1.5,V,1.4,V
08,Barcelona,019,Barcelona,057,110,2024,4,26,1.1,V,1.3,V,1.2,V,1.2,V,1.1,V,1.1,V,2.2,V,3.1,V,3.5,V,2.5,V,1.9,V,3,V,2.3,V,1.2,V,1.2,V,1.3,V,1.1,V,1,V,1,V,0.9,V,0.8,V,0.8,V,0.9,V,1.1,V
08,Barcelona,019,Barcelona,057,110,2024,4,27,0.9,V,0.9,V,1,V,5.8,V,1,V,1.1,V,1,V,1.1,V,1.2,V,1.4,V,1.5,V,1.8,V,1.7,V,2.5,V,2.2,V,2.1,V,1.7,V,1.6,V,1.7,V,1.6,V,1.6,V,1.7,V,1.7,V,1.8,V
08,Barcelona,019,Barcelona,057,110,2024,4,28,1.6,V,1.6,V,1.6,V,1.4,V,1.6,V,1.7,V,1.8,V,1.3,V,1.2,V,1.2,V,0.7,V,0.7,V,0.6,V,0.9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,109,2024,4,25,1.7,V,1.6,V,1.4,V,1.2,V,1,V,1,V,1,V,1.1,V,1.1,V,0.9,V,0.8,V,0.8,V,0.9,V,0.8,V,0.8,V,0.8,V,0.7,V,0.8,V,0.8,V,0.9,V,0.9,V,1,V,1.4,V,1.4,V
08,Barcelona,019,Barcelona,057,109,2024,4,26,1.1,V,1.3,V,1.2,V,1.2,V,1,V,1.1,V,2.2,V,3.1,V,3.4,V,2.3,V,1.6,V,2.8,V,2.1,V,1,V,1,V,1.1,V,1,V,0.9,V,0.9,V,0.8,V,0.8,V,0.7,V,0.8,V,1.1,V
08,Barcelona,019,Barcelona,057,109,2024,4,27,0.9,V,0.9,V,0.9,V,4.1,V,1,V,1,V,1,V,1,V,1.2,V,1.4,V,1.5,V,1.7,V,1.5,V,2.2,V,2.1,V,1.9,V,1.6,V,1.5,V,1.6,V,1.6,V,1.5,V,1.6,V,1.6,V,1.8,V
08,Barcelona,019,Barcelona,057,109,2024,4,28,1.6,V,1.5,V,1.6,V,1.4,V,1.6,V,1.6,V,1.8,V,1.3,V,1.2,V,1.2,V,0.6,V,0.7,V,0.6,V,0.9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,101,2024,4,25,1.59,V,1.55,V,1.64,V,1.52,V,1.81,V,1.71,V,1.56,V,1.51,V,1.91,V,1.62,V,1.9,V,1.98,V,2.04,V,1.96,V,1.51,V,1.62,V,1.68,V,1.34,V,1.65,V,1.37,V,1.74,V,1.57,V,1.58,V,1.47,V
08,Barcelona,019,Barcelona,057,101,2024,4,26,1.47,V,1.59,V,1.59,V,1.33,V,1.51,V,1.34,V,1.68,V,1.57,V,1.63,V,1.78,V,1.82,V,2.27,V,2.68,V,2.31,V,2.13,V,1.97,V,2.13,V,1.75,V,1.78,V,1.79,V,1.97,V,1.75,V,1.61,V,1.71,V
08,Barcelona,019,Barcelona,057,101,2024,4,27,1.7,V,1.49,V,1.63,V,1.68,V,1.65,V,1.37,V,1.56,V,1.66,V,1.66,V,1.55,V,1.69,V,1.87,V,2.08,V,1.81,V,2.03,V,1.95,V,1.64,V,1.8,V,1.71,V,1.68,V,1.66,V,1.75,V,1.57,V,1.98,V
08,Barcelona,019,Barcelona,057,101,2024,4,28,1.36,V,1.71,V,1.84,V,1.76,V,1.51,V,1.69,V,1.6,V,1.61,V,1.72,V,1.65,V,1.44,V,1.83,V,1.81,V,1.67,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,9,2024,4,25,10,V,10,V,9,V,8,V,8,V,7,V,6,V,5,V,6,V,6,V,5,V,5,V,5,V,5,V,5,V,5,V,5,V,6,V,6,V,6,V,7,V,8,V,9,V,8,V
08,Barcelona,019,Barcelona,043,9,2024,4,26,7,V,7,V,7,V,8,V,7,V,6,V,10,V,12,V,12,V,10,V,11,V,9,V,10,V,6,V,5,V,6,V,6,V,6,V,6,V,6,V,6,V,7,V,7,V,6,V
08,Barcelona,019,Barcelona,043,9,2024,4,27,6,V,7,V,6,V,7,V,8,V,8,V,7,V,9,V,9,V,10,V,11,V,12,V,13,V,16,V,13,V,12,V,11,V,11,V,12,V,13,V,13,V,14,V,17,V,16,V
08,Barcelona,019,Barcelona,043,9,2024,4,28,14,V,13,V,12,V,12,V,12,V,13,V,12,V,10,V,10,V,10,V,5,V,5,V,6,V,9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
